Coord_x,Coord_y,ISOS_z,ISOS_Size_x,ISOS_Size_y,COST_z,COST_Size_x,COST_Size_y,Cone_Type(L=1;M=2;S=3)
115,191,30.87384262,8.782715579,10.26458842,53.50334873,8.825590806,10.0848816,2
116,28,31.41086268,7.512808668,8.318906355,57.96251024,7.919999137,9.65539657,1
116,98,30.43776144,5.648981928,8.51039152,54.58316783,7.197274941,7.374052252,1
116,234,30.81977183,18.07353855,10.05834568,51.00935657,9.84977806,7.222827283,2
117,129,30.84764798,6.615753422,7.827699658,57.33874771,7.762264695,11.90416622,2
117,179,30.24877021,7.020776476,14.22649819,56.25771381,8.067241883,10.69292586,1
118,62,30.98215221,14.68104065,19.68122747,56.26370195,11.03574489,11.29532357,2
118,244,33.39750531,8.905451316,11.94118314,61.24706743,7.674608418,7.190784983,2
119,10,32.14226845,8.411864724,10.87191481,58.90001697,8.258657888,10.84790041,1
119,35,31.12606542,8.011123925,9.824745465,55.50287076,7.75356702,10.27531756,1
119,113,30.86164368,7.250145126,8.924984617,56.98289471,7.599713832,8.005059472,2
119,221,29.53346102,13.60862729,9.033451273,52.93943226,8.894258814,7.167676241,2
120,16,NaN,NaN,NaN,NaN,NaN,NaN,1
120,19,31.72802396,6.129163889,10.41611436,58.81843492,10.68909129,15.00007417,1
120,89,32.15147397,6.306185787,9.840745836,57.24942584,6.898611658,9.996145013,1
120,137,30.94378925,6.03022534,10.04316541,55.25207621,7.412586918,9.101625969,1
120,159,30.55449569,12.34576895,12.10411572,58.341657,7.438633735,7.8408791,1
120,257,29.0077522,12.33433636,11.04500922,55.00188097,10.45272153,11.11849419,1
121,41,32.48877536,6.330937136,8.849062009,59.11614907,6.11559664,7.944085093,1
121,145,30.1084126,12.45773766,11.73147034,55.82875217,7.877788812,9.317595595,2
122,101,34.30976904,8.865476121,9.158059392,57.56536354,6.683095735,8.680550822,3
122,194,30.90186415,7.357297281,9.66267013,55.46548128,10.86444761,7.545041522,1
122,212,31.0680024,6.904026876,9.071828712,57.18828862,7.834141879,8.272763901,1
123,129,32.61268541,5.973962886,8.271252724,57.00641353,8.912233893,10.66290737,3
123,180,30.41124918,8.347862829,8.966887826,55.70951129,6.878974524,8.666356259,1
124,66,30.87670137,6.611512614,9.632190277,52.46719012,6.569154775,7.562443098,1
124,243,31.61327941,13.5579962,8.640483365,58.37179341,19.25245239,7.347845416,2
125,50,30.96066133,7.1672966,9.665350486,59.26017437,8.547430615,10.10184127,1
125,58,32.56363015,6.748383809,10.56484803,58.42476613,7.253187807,8.705325461,3
125,110,29.72825034,10.73249349,9.867997419,54.29973575,6.780510788,8.178852572,2
125,150,30.12788821,6.579038233,8.043474173,54.89267384,9.276021096,7.2706443,1
125,160,31.43036823,7.394459275,8.13905989,60.21453982,17.36463399,7.789013836,1
126,14,31.58188192,7.061566899,9.304774244,58.50482829,7.440503456,8.157432741,1
126,31,31.63637089,8.882005819,8.624974078,56.47219621,7.038552939,7.338549379,1
126,42,30.98791241,8.749870509,7.095303306,63.3811695,14.88261257,10.39161507,1
126,254,30.03562055,13.78073925,10.60081107,53.80313954,11.00945656,7.675026544,1
127,74,30.82266009,6.719429908,9.482085814,56.79707418,8.523284811,9.087340587,1
128,186,30.67420558,9.181544272,11.2642614,56.61783942,8.978765428,10.07580308,1
128,201,35.83519277,13.82028749,15.20971867,54.55053823,10.07877035,13.85657232,3
129,98,33.4587561,5.671263279,8.306969133,60.63096578,5.85739282,9.077628218,2
129,131,31.31086186,10.21396151,10.0702821,58.41483129,8.808158759,9.255437089,2
130,109,30.72163639,7.560068913,8.12980127,54.66997309,8.113118558,8.386709335,1
130,118,30.81076252,6.302373645,10.57674264,54.83262295,6.965083796,12.0403208,2
131,24,31.33867293,7.973541158,8.765879334,57.00436207,12.37949492,9.560833747,1
131,52,30.73789149,5.829633774,9.044509598,56.48027007,7.838247057,11.60682952,1
131,61,30.34423655,8.071728964,10.23535365,55.33410449,7.301140795,8.716451423,1
131,87,29.43711757,9.465394377,9.694758085,59.4398612,6.398805763,7.887710189,1
131,152,30.56734316,7.299057834,11.3232867,55.79470717,10.24042554,13.14201486,1
131,174,29.51637261,7.317883501,8.946906519,53.99319394,8.535625322,8.962970698,1
131,223,31.72549071,10.07027823,9.342966762,55.85158693,9.983900899,14.15123347,1
132,12,32.92559062,8.190393302,17.71513318,54.54146599,9.123101006,11.28891318,2
132,33,30.91965842,6.467504306,10.36529897,56.59956693,6.810529686,8.415970644,2
132,42,32.133423,6.157557854,10.08303227,57.34905043,6.691320164,8.999483203,1
132,69,31.18350396,7.571881838,15.12106757,55.73184215,9.622154621,15.54273369,2
133,191,30.60428306,8.468262087,11.23498075,56.62951099,7.185980726,9.277372199,1
134,123,30.82487303,6.067648409,9.855249799,55.93595894,6.698937586,9.365606181,1
134,200,32.10845366,6.669318791,8.359629897,57.08001215,6.979596578,10.58870799,1
134,233,30.35573171,8.458612753,10.79942792,55.34713458,12.3092415,9.279266271,1
134,257,33.68024156,7.356367477,7.589760947,56.93850354,13.09278956,8.767242362,3
135,26,30.91649276,7.332498364,10.55324824,57.18437446,6.644211162,8.605473124,1
135,182,31.2000514,5.338743356,9.012738289,54.9060803,7.319212856,8.764029978,2
136,46,33.07940842,11.17554266,12.86425158,56.75366407,8.594343323,12.21607901,3
136,56,30.58075237,7.267587439,9.691949648,56.19889521,7.839618964,8.764975968,2
136,99,32.05475757,7.54897175,16.76552303,58.35611341,7.072942021,10.28427072,1
136,133,31.65534982,5.50719623,8.876424756,56.74215343,5.43127472,8.249816834,1
136,155,32.21678011,5.85270521,9.891190415,57.47797,6.47784483,8.903814683,1
137,34,31.98437917,9.690601337,10.67017883,58.95566198,9.253285282,8.461905592,1
137,65,NaN,NaN,NaN,NaN,NaN,NaN,2
137,72,31.2641096,6.78159151,9.098902494,58.32411204,7.067330647,10.5008014,2
138,8,27.88266141,15.68741969,10.01926499,NaN,NaN,NaN,1
138,84,34.00981898,5.66142461,11.94398055,51.50943152,6.382459736,9.17459156,3
138,208,31.52929319,6.725487529,10.88292091,55.76063931,10.31899405,9.904856827,1
139,103,31.98106776,6.759264569,14.78619416,56.04732075,8.317778883,9.406058904,1
139,146,29.47784518,7.550623539,7.3914413,52.42509834,7.874090411,11.38497152,1
139,164,31.37683591,9.613411915,16.17065514,56.38538525,9.394303459,12.28961555,1
140,115,31.75643386,5.959497037,10.27072233,56.43815534,6.898845456,8.721869107,1
140,175,30.09355492,7.693680149,11.27463936,58.27626045,8.180096575,8.857426525,2
140,230,31.81921797,8.143947821,9.176010504,56.77737531,10.23931754,10.93693074,1
140,253,NaN,NaN,NaN,NaN,NaN,NaN,2
141,26,31.93061879,6.850609357,12.68902354,60.5718245,7.733584045,9.043125277,1
141,40,30.88757363,19.66425287,13.1008232,NaN,NaN,NaN,1
141,93,31.70235044,5.62158391,8.034009756,57.77902538,6.795312012,9.004548404,1
141,127,30.77905494,6.443824052,8.143062902,57.66701723,6.31249115,8.781148342,1
141,135,31.8550273,6.339663722,9.792473662,55.64859923,9.507274264,8.042633403,2
142,10,33.35323927,11.70182832,8.622326932,56.96304209,9.238239036,8.524519814,2
143,59,31.4455475,6.941074412,10.30049535,54.65730539,7.742040084,10.17322242,1
143,67,32.50554559,5.943348014,7.680856497,57.79128256,7.375392496,9.126777775,1
143,77,31.82863053,7.533164235,7.990233541,59.1494398,8.727673399,8.085896585,2
143,145,30.10365303,15.13348639,7.886726375,53.40470695,9.652875906,9.324438606,2
144,86,32.62608415,6.61360404,13.33000898,59.19471423,7.439617208,9.714100469,1
144,118,30.41050599,7.038624842,10.65880596,54.53568376,10.57120609,13.98588464,2
144,194,31.3463169,7.839057151,10.4376288,52.30873505,7.807654432,8.794388934,1
145,44,30.49128567,6.388914067,10.60129272,55.75043685,6.817584185,11.5437594,1
145,110,33.33031104,5.322654944,11.46740924,57.86502496,6.06745395,9.797895137,1
145,164,31.05135211,7.107932938,9.320102548,54.04939086,6.997468774,8.263080989,2
146,54,32.57582631,8.422530329,11.66388896,58.81065769,8.193533147,12.04361254,1
146,227,30.94553218,6.87005616,8.133799727,56.04606698,6.307026995,9.19996196,2
147,10,31.28283984,8.482604253,9.281660267,56.85493598,14.74898689,12.47643298,1
147,129,30.58679354,6.06775597,9.484036154,58.32557872,6.005633975,8.266945961,1
148,137,28.23213819,6.088747809,8.357742478,54.86338726,6.680780815,7.421906117,1
149,35,28.90441955,6.983116463,8.83307333,55.69222535,5.743318526,7.42213043,1
149,104,32.04546986,7.096449934,13.12735449,51.97739923,10.44856725,11.25301776,2
149,158,30.90639952,8.199453264,13.9813415,53.68877383,7.522703528,7.500789297,2
149,251,29.48589156,7.132362606,7.522565416,NaN,NaN,NaN,2
150,16,31.50547891,8.209238989,10.10281107,58.65492993,7.341365662,9.227696141,1
150,63,31.40652643,7.562483592,10.04906682,54.44115507,14.04500135,10.99135844,1
150,180,30.8139305,7.581026841,9.176866035,56.96786606,10.03764345,10.09038449,1
150,193,30.83686182,7.71532058,7.922260863,56.5443552,8.419564119,10.87412287,1
150,205,32.56552857,6.635198327,9.849323558,56.08533736,6.131853871,7.346639185,3
151,46,31.25993763,6.863292311,10.49658014,54.52407372,7.617213618,11.63003465,1
151,111,33.36509722,10.58864652,11.64493543,59.99477599,9.23307712,8.899473785,1
151,168,30.62544401,7.47750557,10.48673647,52.94507649,6.546855116,7.820040665,1
152,69,32.05480948,7.243997987,12.15247761,55.25387465,6.934093424,7.900819699,2
153,56,34.00401282,6.350844241,7.955919872,56.39619188,6.519279143,8.135981359,3
154,144,32.35412203,7.186246307,9.15428684,55.47346389,7.884952929,7.774314063,2
155,152,30.04640628,5.897791413,9.763173979,54.70220878,5.558463845,7.421929254,1
156,188,29.89986747,6.4588268,9.724501827,55.76598067,7.896311726,8.54372271,2
156,210,30.54040736,9.362308423,11.08546513,54.83996086,9.387178193,12.4299714,1
157,22,29.41383466,8.453975046,9.553294894,58.22663211,9.241932365,13.37134538,2
157,32,30.92098802,7.034065413,9.502509604,57.36343283,7.49031217,8.488978653,2
157,62,32.78881083,8.087240926,8.988267812,55.11336866,10.74996293,9.283123268,2
157,110,32.37766885,5.901968754,9.457917471,60.21487808,7.841803552,9.273289469,1
158,49,31.32898843,8.763882979,9.601705904,54.00949515,6.574641832,8.494842366,2
158,236,30.59854679,9.414517575,9.797095533,55.40887329,12.23695299,9.346634662,1
159,160,34.45265615,7.580685052,9.147193136,55.77514998,9.474519689,11.96747653,3
159,218,30.44723791,8.119246049,8.015536768,54.84913613,15.01523535,9.413459073,2
160,134,31.16066188,8.880180066,11.26634168,56.00317109,8.708654954,8.201652121,1
160,145,31.11009015,9.425285284,9.808123171,56.1507756,6.96751302,9.078141021,1
161,70,30.73156159,6.918004305,8.397784628,55.2711239,7.336378052,7.956895277,1
161,116,30.54712282,6.606872795,9.133363663,56.21786729,7.52614841,8.583975575,2
161,226,30.01353651,6.2455869,10.99299884,54.48818636,8.241092344,9.825236775,1
162,40,31.64038006,7.149067343,9.095989656,54.41355437,6.461339649,6.794034348,1
163,25,31.47452852,9.378066482,13.51426832,58.81006569,9.277373647,9.055358085,1
163,61,32.53955785,9.091034457,8.579557339,59.06730517,10.24151108,9.107031557,1
164,51,32.07568079,7.73234366,9.349900585,52.41951997,7.954548693,9.186938595,2
164,90,31.13555705,7.082954119,10.70216021,55.66792618,6.738131032,8.443655054,1
164,107,33.81382114,8.415140507,10.02683528,63.79804272,7.311815218,7.448625909,2
165,142,32.23663872,9.999796894,8.581407936,57.59408145,10.04339446,9.854603634,2
165,154,29.52228622,8.258972055,8.078803264,53.71618705,6.905457198,8.454684922,2
166,13,32.41607515,12.74834419,10.90319282,57.88127973,10.94632077,11.15503677,1
166,32,33.03025508,8.347210732,9.665334181,59.12584631,8.318785258,8.724280139,2
167,74,30.63204657,6.87851172,8.948429764,57.20757284,8.391283286,8.763072699,2
167,233,31.02217991,11.65442976,9.476746687,55.1923761,15.53848444,9.700628795,2
168,66,31.3571833,8.437361536,11.28359608,58.09264773,8.46831069,9.809614106,1
168,84,31.34571855,5.868776024,8.907843908,55.0643217,7.515462262,8.604811066,1
168,130,31.39302531,6.900600587,8.607314664,57.85814986,6.152508515,7.762052008,1
168,180,33.35223428,9.886707798,8.674089306,55.79287211,8.698391685,8.477250022,3
168,190,30.50952281,6.312148289,9.470394962,56.56333433,7.125520399,8.802329,2
169,45,32.20499113,6.612147616,9.965144723,58.47473403,9.051392617,9.764972075,1
169,55,31.71037406,18.48970522,15.39198939,57.74828907,7.363624056,9.790601037,2
169,114,30.23518703,6.326306661,8.580535166,56.7225683,6.822183583,8.886066742,1
169,223,28.63291143,6.899660903,7.767465695,54.53543985,13.71690651,13.6274504,1
170,93,31.02905895,6.150473182,10.03589347,57.64253973,6.98075501,9.897594009,1
170,104,30.14109509,7.631496329,8.806251033,57.10505504,7.138410764,7.717584112,2
170,159,29.45587526,6.679694918,8.951853999,55.8525769,9.260370144,13.70348627,1
170,200,29.65707051,8.466345301,10.15300374,56.35158959,10.96016423,11.73585395,1
171,147,30.62341685,6.061082541,9.535217532,55.78505189,7.232587073,8.35671785,1
171,211,29.95792527,8.832593499,9.694331469,55.44707086,6.809824788,8.391948221,1
172,25,31.58648788,6.748657132,10.72906851,55.80639043,9.943827299,10.30452437,1
174,61,32.2086238,7.540342124,9.14684161,59.6033982,8.496657678,9.979344455,1
174,75,31.69708044,6.726841351,8.565328764,52.60271352,6.908496785,8.030093264,3
174,129,31.19916858,6.982660386,7.728952663,57.15705107,7.690698765,8.410826114,2
174,233,31.22489047,8.760778844,9.838414521,55.73598705,13.78651836,9.509041178,1
175,51,31.47486992,6.865729822,9.596848846,57.61988113,7.817204654,9.352422804,2
175,85,30.54179097,5.686103581,7.392148972,57.59600959,6.298364749,7.731831025,2
175,98,31.07161048,11.61928397,13.42397827,58.37791425,10.22142501,17.37517518,2
175,110,33.69041092,6.028915564,10.11865686,63.66681622,9.459605214,14.78191415,1
175,196,28.64447386,7.284010562,10.6055667,54.73421241,7.956153027,11.22482361,1
176,17,30.75742184,9.748482269,11.33738818,56.16689498,7.543735294,9.976566942,1
176,42,32.34488734,8.479654453,9.905637747,55.69524659,7.386082065,12.36217548,1
176,120,30.33529181,7.620161279,8.909738777,55.78162139,10.89822292,9.279066605,2
176,152,30.71786446,9.907192176,10.41041189,56.22482061,9.392102436,11.07519747,1
176,185,29.43151632,7.27453429,12.60801743,54.4946015,6.993524289,15.69972368,1
176,220,32.70190882,7.056770847,9.825820621,55.07746719,7.438353113,11.65635423,3
176,249,NaN,NaN,NaN,NaN,NaN,NaN,1
177,31,32.87062585,10.52451501,14.70285503,60.06390054,7.415381392,8.459702651,1
177,161,30.69176961,5.717788593,8.707898843,56.41587797,6.157809376,8.014028215,1
177,177,31.00124118,10.73828118,11.61532178,53.31948186,10.88142632,8.675905089,1
177,208,31.68493042,7.586517591,8.045044337,53.64446634,8.126151684,7.529769726,1
179,67,32.13214362,6.981488868,8.300238026,57.44794272,7.847018756,8.829320592,2
179,142,31.61155377,6.453690904,8.846264255,53.465857,8.371132706,11.47001781,2
180,46,32.79847114,7.501318363,14.72020192,58.35189018,15.42165333,12.30835716,1
180,93,30.0931076,6.395016689,10.00468633,58.16724847,7.420506544,8.287047059,2
180,103,30.41080679,5.955939845,8.434653717,55.54437501,6.698402143,7.975315524,1
180,191,31.739613,7.052386935,10.04092721,55.9920236,11.63658289,12.96206657,1
181,112,34.68469948,6.982197639,7.072494387,58.18020233,7.047331649,8.654786962,3
181,122,31.29135881,6.297909116,7.788401038,55.94760076,7.070731019,7.860602521,2
182,21,28.72437954,8.127466356,11.84230654,53.60029712,6.914322364,9.100147791,1
182,199,30.14486022,6.500516466,12.60777159,54.10977072,8.312464289,8.777611485,1
183,36,31.33137326,9.106942173,11.13424197,59.66721305,11.26051285,11.37236892,1
183,138,NaN,NaN,NaN,NaN,NaN,NaN,1
184,63,31.45628327,6.835270959,9.663933556,54.75454815,7.766599009,9.030209644,2
184,73,31.93517501,7.379376915,8.503110667,53.78198927,13.2135898,12.61346822,2
184,150,29.50336691,8.974821731,10.49689271,56.70511515,7.684302351,8.900057687,1
184,236,29.9521184,9.574561538,12.36473593,51.21185566,9.8384863,8.428484661,1
185,13,29.36853537,13.85310069,10.34114667,55.69343386,8.850658755,9.194550792,1
185,48,32.64056931,19.81843577,10.25172888,56.67028968,8.443805234,10.25090217,1
185,97,32.33141001,6.158045928,10.8194268,57.58426797,8.203373969,10.1383872,2
185,208,30.19675307,8.304256766,9.988669223,55.91986763,7.143822534,8.219625513,1
186,86,32.57069264,7.01381382,11.00921664,60.06216144,6.346028374,7.734010803,1
186,127,31.7462865,5.866127232,9.94340886,60.31166482,6.904169244,9.656302552,1
186,169,28.54061995,6.911551921,9.230825104,56.32614231,7.755293956,10.27888889,1
187,57,31.88420301,10.65163809,19.07261364,56.7262935,7.387845047,9.142266116,2
187,107,33.10576832,7.08483372,11.20812875,59.77399677,6.600712204,8.230092442,2
187,116,30.87745116,5.891090781,10.10228,54.43891136,7.6715892,9.770105556,2
187,142,NaN,NaN,NaN,NaN,NaN,NaN,2
187,188,33.42450882,8.486240315,11.7511874,55.85723672,8.752436744,11.47566279,3
187,227,31.24049275,7.41042844,9.632610276,56.7307711,11.23846668,9.722274852,1
187,256,31.01768262,17.56492113,14.78782573,56.5312049,19.82095906,7.740592198,2
188,67,31.50567128,8.182915085,13.20349132,56.08890975,9.384676807,9.676221233,2
189,18,30.64763686,7.589324796,11.11162271,55.22461415,12.25632422,16.95344895,1
189,217,30.68536356,11.35468301,9.02299205,54.50595988,10.40686926,9.322695856,2
190,53,32.45497623,7.039823646,14.31584299,NaN,NaN,NaN,1
190,235,28.75539833,11.37729535,9.679420289,55.23434684,11.51485435,9.03546575,1
191,32,30.20799034,6.754225521,11.38400786,54.00830003,10.971677,11.44077451,1
191,133,31.03033171,7.75403365,11.32260488,53.4578248,12.78549683,12.627988,1
191,178,28.9055895,6.041401949,9.646786803,55.84836342,7.416166989,8.374868072,2
192,6,31.76120671,6.923367507,9.468594313,57.8387461,13.36299445,12.53539617,1
192,23,31.43170555,8.845464293,12.21050911,58.26806229,8.083424964,9.153068182,1
192,72,31.90763012,6.220823169,9.382749344,56.80212961,5.812140445,7.367845289,1
193,13,31.36886372,7.678756929,11.29624425,54.74704829,8.772036502,12.71970831,2
193,42,31.71870039,14.29541323,14.09350278,58.49369899,13.46909577,12.9351313,1
193,116,32.27762761,6.519678649,11.18985654,58.99855007,6.110602912,8.01253509,1
193,257,NaN,NaN,NaN,NaN,NaN,NaN,1
194,139,32.20025018,6.676184847,10.77959285,57.7538836,6.176580722,7.82387632,2
194,158,31.22513679,12.0486424,10.74936293,56.4675427,14.08658828,10.54296791,1
195,88,32.07341607,6.512810454,7.986034257,57.82549109,7.714364889,11.11393647,1
196,53,32.47247874,5.314042897,9.730428988,57.83273369,6.454469716,8.915635018,1
196,146,30.81973709,6.17155592,10.25821258,55.12844032,8.234612326,12.09847199,2
196,230,32.51241168,14.79430765,9.452577527,55.79500756,17.8771335,12.96483446,3
197,63,32.41336782,6.427859063,9.808882171,58.84565529,9.522335185,11.26265281,1
197,95,32.09557588,9.030774454,14.38371695,57.84349799,5.211327883,7.717778007,2
197,205,31.07542675,6.286311466,9.098368721,56.47205324,7.36235456,9.164331527,2
198,19,30.98573346,10.05279763,17.52116018,58.89545305,10.15496612,11.13787428,1
198,27,31.46754711,6.404669379,9.48288496,57.87119811,16.23541992,9.889336563,1
198,36,31.2984163,5.638005051,8.629463091,54.2124832,7.853766303,9.794196311,1
198,44,31.31214568,10.43262944,9.212947506,57.65293852,15.70469409,9.349494,1
198,113,34.64024165,7.928409863,9.431361352,58.6650092,11.35237442,13.54560438,3
198,131,31.61614433,7.109061562,9.572928846,57.13894792,7.317383147,8.967425292,2
198,155,31.60835601,9.08994459,13.58895516,54.4045697,8.339835745,13.32687792,2
198,164,32.85553846,6.611497956,11.28718923,57.42546259,6.406942525,8.560603083,1
198,192,32.16701819,5.896332534,12.13957413,56.4487815,8.11142043,11.14583301,2
198,250,28.09017907,7.649198061,9.893071646,55.39963338,7.87697015,8.420062328,1
199,104,29.68545009,10.21236759,9.223882137,55.13942544,8.791758074,9.241338513,2
200,9,30.45787746,6.147624338,9.595654181,56.05782596,7.507672357,12.74631106,2
200,123,32.06803011,6.01313366,8.583207396,56.1811698,6.824244046,7.766569959,2
200,217,30.90924872,8.496609577,15.53817065,56.77906275,10.23590775,11.02449426,1
201,182,30.71747118,5.435198867,9.509333744,56.77462302,6.81378843,7.278192626,1
201,199,30.15132621,7.490245784,11.92632058,55.54858416,9.440083227,11.69327898,1
201,237,30.43453642,9.094523915,11.97619507,53.91955518,6.937303436,9.403372949,1
202,41,32.80862764,9.562597281,14.22506453,57.85937332,7.025125005,8.432256519,1
202,167,32.56841191,13.80782912,10.10788134,55.88132204,13.91868546,9.447720104,3
202,208,31.23638214,6.819592434,8.853225453,55.98115376,7.477168011,10.33881055,1
202,244,28.91932854,6.418401311,8.082853469,51.50638551,6.566102779,8.329149873,1
203,65,32.56078604,9.612278481,9.303115983,57.32494378,5.845397663,8.832107577,1
203,78,32.0313701,6.582256247,9.321244801,56.5328771,6.52687347,7.051075359,2
203,112,32.44872012,5.866160764,8.576623999,52.38138105,8.593942765,9.69293553,1
203,226,30.54834371,9.717527278,11.35606252,53.79294522,7.524723999,8.298619612,2
204,89,32.40793971,6.743772625,9.386135444,57.26939062,6.65294383,8.803272518,1
204,97,32.07057795,6.067117084,9.029762876,57.16263312,5.401004491,9.5119128,1
204,130,31.28307979,6.635839427,7.80727153,56.98454212,9.191708008,9.795298489,2
204,175,31.41943376,6.156381427,19.72023845,56.94960305,9.485181691,10.7449143,1
205,34,31.6559722,16.80053243,10.03284226,54.52835012,9.702131901,9.264327202,1
205,51,31.91937261,8.628448786,12.28749142,56.46146241,7.462197889,8.496435165,2
205,196,32.58721216,11.26121648,9.176467089,54.44108423,12.16771884,10.90323438,3
205,216,NaN,NaN,NaN,NaN,NaN,NaN,2
206,104,30.61057566,5.844172349,9.589873494,59.06915086,7.107090282,11.0318516,1
206,139,30.72352147,6.887057487,9.102666484,55.01642869,6.451994819,7.672326475,1
206,159,31.64342571,7.536389588,8.704565109,53.50735221,18.62303819,15.89494259,1
206,236,28.38396831,14.14488231,10.85803189,54.9606666,14.56702427,9.761532521,2
207,59,31.44466989,6.816736669,11.82013055,58.977749,9.237895877,10.54167711,1
208,180,30.76593654,8.398883886,10.41958458,56.42815131,7.993425495,8.636152149,2
209,43,33.06520609,6.372227845,9.719910485,52.19034179,8.902640644,8.815218546,1
209,130,31.02919268,6.629369026,7.619950469,56.39398457,6.761141006,7.971895166,1
209,167,30.74457726,6.024548544,8.156662599,57.05373721,7.200882444,8.190141205,1
210,111,30.89874146,8.689306169,11.31127685,55.32114418,6.74585629,11.047768,1
210,148,31.7878469,16.02687569,10.88034651,55.63005602,6.573578147,9.584512768,2
210,238,NaN,NaN,NaN,NaN,NaN,NaN,1
211,31,29.54260524,7.616814317,11.07103179,57.11514908,8.324634894,12.60496383,1
211,90,32.09807399,8.412261751,10.00886621,59.13135779,10.58263617,9.881646246,2
211,187,29.94352379,8.900234378,12.81443175,55.09633707,11.0213842,10.53454542,1
211,214,29.94118127,6.992129577,11.41974201,54.63816794,16.86567768,11.94311744,1
212,121,31.0010792,7.673519612,12.66781753,55.37770984,9.606218937,9.609575234,1
212,159,29.91652609,6.744187429,10.33170345,57.70086156,7.762251531,8.936907886,1
212,196,30.91964554,5.628229049,9.720986108,54.59895527,9.385204315,13.96715066,2
213,174,31.3408928,5.868648042,9.024137499,NaN,NaN,NaN,2
214,137,32.30969626,8.587334279,8.495067928,59.26219042,8.59789708,9.979019751,1
214,151,35.09264538,6.305234424,11.17022423,57.21785479,12.70876453,10.8136154,3
215,22,30.50349591,12.56254904,12.71439129,57.03958233,12.62045272,12.88695655,2
215,181,30.55842989,7.901984069,10.69251719,52.00222876,7.559531384,8.518258039,1
215,255,30.57711694,6.257414336,7.981230826,55.09934443,7.107457852,8.010041929,1
216,211,30.79989472,13.2861724,17.0303867,54.74030434,7.893692406,8.891583892,2
216,235,30.51475759,16.45754527,13.72482468,56.87295931,7.166639003,8.357099797,1
216,247,32.46446365,7.37342848,9.586357457,57.89542915,7.335281987,10.40043051,1
217,27,30.13078109,9.559413427,10.4472705,58.1311876,11.97962949,9.065800373,1
217,64,31.4094095,7.945194334,12.48195182,56.5826743,10.38913485,13.09913612,1
217,98,29.78569864,8.042689056,8.302146432,54.58396458,16.52457926,12.26370096,1
217,117,31.49587142,9.847775352,10.80044404,57.6436959,9.470410459,9.979257588,1
217,168,30.36974472,9.174706643,11.61189831,56.5489636,8.422101576,11.55196197,2
219,14,33.25852277,7.196569196,10.26158384,58.56533419,7.869175516,9.480201621,1
219,142,30.26146051,5.999436968,7.839177758,54.82328737,7.301221757,8.008302536,2
219,160,30.52018185,6.454630187,9.854584902,57.0757294,7.983948353,12.98424345,1
219,241,NaN,NaN,NaN,NaN,NaN,NaN,1
220,150,30.8239145,8.720006235,8.415674377,54.91669845,6.674345894,8.939906094,1
220,205,30.82837765,6.606555257,8.960643897,56.34133504,8.30805647,8.227470534,1
221,81,31.2676998,6.465299764,11.28703701,60.34449052,12.24841328,11.24067182,1
221,110,31.6994821,7.789679745,10.56970704,59.38681319,14.22171464,17.94778565,1
221,176,31.62373994,12.45374351,16.91677158,58.04042652,6.724961287,9.650034549,2
221,188,31.52626626,7.34313533,8.889641198,56.4423249,6.555267157,7.851821819,1
222,59,32.70548912,13.10302537,14.3451813,57.92468057,7.872205535,11.35682516,2
222,124,31.69582287,5.630763023,10.28090161,55.69536985,7.345968629,10.81221006,1
222,135,29.76090745,6.80991075,12.67710549,53.73126577,8.862981221,8.650064428,1
222,229,32.37777889,6.494516863,9.337599465,57.81083617,6.782422137,9.384597794,1
223,50,32.58268494,8.659196633,9.160445613,59.40268536,8.766718719,9.031363827,2
223,90,31.58810089,6.699350623,9.657123383,56.85640777,8.549949024,10.00575702,1
224,100,31.55279428,8.623051665,7.761467907,55.01376486,7.591533793,8.288784242,1
224,116,30.96085535,9.093782949,15.56615746,55.58820256,6.189567135,7.484596055,2
224,194,32.26047011,7.249084251,11.06522795,57.94202598,8.087994167,11.04615106,1
224,211,31.2469165,6.373160459,8.956669709,55.91172633,8.467802544,9.221277873,1
225,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN
225,170,30.68680888,10.09125495,10.27308192,51.07375622,7.155247821,6.914413491,1
226,158,NaN,NaN,NaN,NaN,NaN,NaN,1
226,240,29.37305499,9.695097426,8.465186187,49.97203557,9.976944826,10.85263549,2
227,107,30.49719735,10.33281599,11.72837465,56.36426448,9.126806509,11.33390144,1
227,201,31.55685032,8.70543398,15.65369352,59.49299632,10.53999669,14.19825824,1
227,218,30.87485211,9.933109973,8.89929156,67.54001164,10.65925511,15.29144028,2
228,65,32.55028783,7.78019087,9.195877639,59.56756501,10.78007498,9.742000805,1
228,138,32.02977541,7.465039226,8.101004963,59.3726928,8.623160799,7.788661235,1
228,229,30.78637748,6.89196125,10.67277866,56.54852684,7.525415727,7.617023298,2
229,34,30.26212027,11.78162458,10.04973684,55.4407815,11.75396315,18.65210236,1
229,97,31.39141392,9.873866148,9.768091318,54.68346708,7.785466145,7.954200989,1
229,126,30.96801869,8.644914725,9.499889594,57.42795745,7.437953698,8.634167078,1
230,45,32.57331692,6.017863595,8.600016544,56.42340363,10.0406571,14.62120176,2
230,55,35.31237961,8.157134734,7.92978528,NaN,NaN,NaN,3
230,87,31.53437694,8.040586711,8.798730825,56.85746178,6.720427013,7.693853948,1
