Coord_x,Coord_y,ISOS_z,ISOS_Size_x,ISOS_Size_y,COST_z,COST_Size_x,COST_Size_y,"Cone_Type(L=1;M=2;S=3; Undertermined=4, can ignore)"
114,169,31.44368982,7.017538209,8.923327417,59.31161798,7.967031677,8.623199749,1
114,224,33.4732875,10.59304319,10.45190686,55.77612365,12.52189903,14.72305518,1
114,282,31.19833265,7.363919884,8.802840048,58.45944327,9.494342677,11.10211192,1
115,39,30.36011033,10.10237159,12.55455724,57.9074178,15.80425814,9.724795426,1
115,48,32.36116597,13.47380989,15.91776659,60.49197509,19.19555513,12.54659793,1
115,69,31.35885277,7.390733534,11.12888327,56.24428588,9.472440919,13.07968374,1
115,130,30.13566957,7.737159414,9.900586474,59.8985483,8.869623518,9.719975635,1
115,150,31.21506556,15.57034262,14.44130643,59.40645348,10.27107887,11.0962423,1
115,237,33.16933385,14.40956129,9.854803846,68.37700939,13.14490799,10.86734291,1
116,81,31.00430057,7.819773592,16.29327269,58.96158479,7.163285404,7.959243912,1
116,101,31.62433834,8.391612157,17.10840305,60.66564478,9.25652432,8.343112541,1
116,190,31.84547098,8.269792107,11.05043867,60.13729252,13.7633008,15.07043058,1
116,207,32.10512399,7.842904251,10.88451057,59.96339414,12.30343871,13.26739927,1
117,215,33.83566068,12.29386668,10.41716453,63.99628125,18.53688821,11.16984731,1
118,142,30.29320878,10.50922593,9.900662543,58.97735379,9.119840858,8.126050879,1
118,259,32.5723049,8.092132411,12.25053332,61.71487388,8.313652328,9.040826116,1
119,15,30.01342405,8.789387019,11.97013084,61.11955793,11.68668886,12.37724444,1
119,57,31.84850761,9.793686964,12.84689997,59.94495027,10.7282325,11.53694151,1
119,176,33.54370216,7.568246881,7.588709073,60.33381695,10.6433229,9.308691045,3
119,198,32.32909951,8.371389919,10.34999205,59.49559239,11.58947852,12.00346925,1
120,4,30.62007058,7.437107086,9.406037591,59.29505775,8.99543393,9.769534805,1
120,36,31.29176284,15.54184207,14.82492803,58.43136834,12.06984365,10.56822708,1
121,25,29.83593844,10.19314332,13.38145167,59.43152252,16.4611818,15.99508702,1
121,113,31.5444401,10.85455607,17.66618503,60.2180623,8.481917602,10.17817204,1
121,133,29.63617355,19.80630389,12.62732784,58.65869165,11.82975439,13.97346447,1
122,90,31.54258852,7.518552539,12.50030613,59.40964716,9.221404734,10.88434284,1
122,126,30.94991809,11.65090713,12.53411657,58.98198195,11.00595729,12.08866369,1
123,46,33.88898425,6.249338734,8.023645748,58.76484936,6.742176193,7.638766226,3
123,74,30.8828637,12.55275598,17.64177443,58.20527484,9.890448891,10.96401124,1
123,97,30.43836728,8.533716952,12.47581982,59.51662813,11.61268143,10.4428358,1
123,192,31.35077307,7.943294112,10.83482208,58.27638431,12.2307724,11.18288894,1
123,285,35.33245038,8.325560461,8.013653649,60.71854413,14.80411578,13.23301718,3
124,10,29.42969518,9.397739791,10.81378424,56.14405418,11.49999266,12.462006,1
125,174,32.35186972,8.149784553,13.73052486,60.17642572,7.302680623,8.988276072,1
125,202,32.62348011,10.17299395,8.711888762,60.61561415,9.988731938,9.169796393,1
126,19,30.67381369,10.81042657,12.04626786,58.41252923,11.31093393,12.24643492,1
126,31,30.98467699,9.418252276,18.68116173,56.01549333,10.71239333,11.42891329,1
126,141,30.70610968,7.228507835,9.304039951,55.44573931,8.335840251,8.069557061,1
127,149,30.2468075,9.225817582,13.33227892,57.19851848,12.45601712,8.890939883,1
127,241,33.03878328,9.840883989,8.686988007,58.73640533,8.871616635,11.87295754,1
128,64,29.26408741,10.35579533,13.92822698,56.48228399,9.852770127,10.68157286,1
128,122,32.87129506,7.673045531,8.75627367,60.21225762,8.982823809,11.3637104,1
128,157,33.02203814,8.371723654,8.945714644,59.6512526,7.311086719,8.364622681,1
128,233,33.10148719,13.02047213,14.9152273,61.80808387,8.310493277,8.692888641,1
128,264,32.26725099,8.920766709,13.11087345,61.23153062,9.11288409,9.495046609,1
129,40,30.44233206,8.37359628,14.53462624,57.67506976,8.769564863,11.72581,1
129,80,32.3425416,11.75123176,13.13455225,59.92272744,11.63797775,10.42367469,1
129,94,28.97271339,7.944514145,11.11145865,59.00061766,11.43738863,9.366531176,1
129,166,32.68733088,9.513799012,9.946265388,60.60338037,10.99527259,10.66880444,1
130,49,31.6601479,6.784983043,10.96622112,58.54108808,11.70991554,12.49080369,1
130,251,32.28834409,8.281009648,8.667442485,59.21630172,10.15800025,10.84478907,1
130,273,32.74019407,12.15347583,12.31088053,60.3016817,13.99997688,11.36427296,1
131,196,32.88252876,6.749263991,11.46689113,61.62170665,15.62618226,13.89118973,1
131,225,32.09308988,6.416693378,9.331011027,58.41319232,8.22605488,8.980036017,1
132,60,30.34560521,10.10289302,10.77578683,56.71295092,11.74214399,12.51085814,1
132,128,32.64089268,9.722916474,15.59950607,60.56592519,9.796287032,9.667216897,1
132,179,32.02220298,7.136162268,10.91770367,61.24632079,10.15321109,10.36755467,1
133,70,30.58751987,8.368674731,9.970726082,57.87821753,9.503776582,8.857867769,1
134,25,31.77424923,8.569573254,10.2090335,57.78793991,8.107822344,8.446323446,1
134,32,30.4969837,9.740080844,12.55740799,55.61743059,11.00003292,14.83356935,1
134,41,31.09603771,10.21456098,19.60429321,61.29360255,18.84981537,11.33093134,1
134,142,35.64607188,7.598656231,7.786378922,59.68000657,8.759589651,9.378052206,3
134,234,33.80217316,8.217257947,10.37601133,60.8963351,12.4856589,11.28567176,1
135,99,31.92312725,8.883621456,19.94425809,59.35599506,9.125531881,11.23541462,1
135,153,32.90134553,6.908268424,7.220958896,60.03776638,7.931744891,8.606934047,1
136,184,31.87398779,8.393071257,10.6073742,61.79089099,14.52357424,12.17886821,1
136,218,31.73869372,8.62400185,12.83393588,59.39430037,8.814190047,11.37345492,1
136,244,31.7857301,6.937974644,7.799580889,60.54931313,12.38846536,8.80676473,1
136,278,31.25599243,10.70157099,9.834688792,59.80387889,11.92076166,9.693898215,1
138,77,NaN,NaN,NaN,NaN,NaN,NaN,1
138,137,32.42625065,9.930516107,17.12812354,57.38202209,12.19537434,15.78643308,1
138,227,33.4921521,6.807508198,7.191345357,60.80558125,11.2650034,9.522242653,1
139,11,32.15238802,7.226025109,7.828315571,60.15086524,8.793848609,8.881443152,1
139,66,32.13626972,5.941397089,9.742411247,58.30804813,7.122767699,12.2763666,3
139,160,31.82478754,8.876369404,9.307071988,60.36007444,8.801066627,9.2995785,1
140,86,31.12407732,9.993966047,13.75944844,57.58744092,9.186846635,14.25709326,1
140,193,31.54597388,7.602205118,8.684820838,60.39293903,9.447410647,9.290591893,1
141,128,31.97532492,6.508653602,7.101375059,59.83154537,9.602715314,9.22766995,1
141,149,33.3715677,6.777228945,10.80719848,62.03650709,7.505507206,8.721307567,1
141,237,30.78133683,7.280453197,10.78082744,60.552184,9.15106956,8.395597197,1
142,35,33.45155096,8.013957527,8.958857543,59.34055935,10.14793894,9.357501052,3
142,171,33.33278399,12.03111791,10.44893486,58.90041349,8.232729529,13.21993183,1
142,182,31.95315717,6.569320593,8.460003653,59.44813996,6.037418823,7.276192564,1
143,281,NaN,NaN,NaN,NaN,NaN,NaN,1
144,76,31.82524898,10.08969838,11.77574005,60.16241547,15.79857271,10.36169145,1
144,217,31.50106242,8.926879662,13.90985196,58.8396576,13.70395828,11.56836757,1
144,244,32.37968515,6.655559624,7.435650741,55.99765251,7.692388919,8.810340881,1
145,56,32.52906892,9.644695094,11.87265565,60.8801958,10.25957925,13.19184285,1
145,200,30.34366436,10.99462949,12.53607771,56.2396145,12.29914647,8.784511482,1
145,256,32.71614148,8.579823569,8.715481664,60.44623583,9.023932342,11.71594714,1
146,69,30.64916163,8.568797314,11.42147819,60.01567999,11.96433495,10.04919956,1
146,229,29.20858499,9.521755031,9.256637353,55.69829465,8.649449057,9.529425344,1
147,12,30.04411316,8.477855664,12.82238458,58.44903759,8.773723413,9.112893491,1
147,121,32.09449484,7.101326854,9.126864538,60.8644483,7.77909318,9.155206381,1
147,134,32.75155973,9.071658278,14.58407068,59.64613529,8.284748745,9.4598915,1
147,280,33.55418546,7.800872889,8.202680193,60.90905352,12.19228516,7.174127104,1
148,85,29.62749327,15.58568188,12.71853149,58.32744485,11.74429508,12.01294201,1
148,158,32.18428253,7.140266644,10.13364285,61.14786746,10.64604697,8.751478104,1
148,266,31.68853043,8.569530032,8.837141662,57.6574486,10.18534342,8.832239876,1
149,168,32.95887311,9.623099678,17.9526606,59.09348751,15.07696626,12.07466859,1
149,209,34.44014627,9.013881983,12.71851358,56.73795737,6.493814965,7.908388472,3
151,116,31.84709682,6.960509758,10.94889201,60.39715943,9.549507594,10.30971031,1
151,178,32.67342739,7.981147919,12.84565918,62.55998381,9.110419006,10.52653934,1
151,237,33.54802356,8.517464804,9.378291139,59.03332289,8.083913934,9.234732687,1
151,249,34.25984863,8.575143862,7.625992366,60.32971159,9.674667665,13.87483441,1
152,89,32.47642472,10.89175662,17.42238031,60.07058071,9.138754279,11.51793344,1
152,129,32.11185011,7.829033657,11.28624039,59.23244635,10.77383676,10.88909059,1
152,271,30.77324218,10.24659053,19.68369635,56.13856905,12.76804628,11.14129922,1
152,283,32.85864502,10.48387445,11.31844952,58.69764165,19.05881191,15.02207876,1
153,51,29.13796617,9.922321183,13.53762082,55.90595211,7.363655309,11.13570509,1
154,12,32.60368314,7.416339101,9.335795519,57.96071412,14.49386893,11.49672354,1
154,107,30.41725819,8.131576106,11.37419368,58.79770837,8.891941266,8.429866869,1
154,150,31.5662126,9.863557771,13.05233571,59.15192219,8.888841482,14.08590746,1
154,160,32.48212654,11.17547239,10.97105712,60.1981528,10.13091489,9.586036856,1
154,229,32.44537007,8.737030869,12.43590564,58.40005097,8.841604343,10.38025391,1
155,82,31.59844958,7.721958279,16.98015194,59.30710655,10.70949128,11.08040922,1
155,139,34.04609666,13.30551964,15.84982156,NaN,NaN,NaN,3
155,196,32.87133475,7.987214194,11.55900052,60.98041755,12.38508844,9.09735728,1
155,205,32.07174838,8.650581959,12.68979858,62.00331224,6.570370549,8.1124832,1
156,60,29.98317252,8.802427749,11.46825032,55.20824295,6.817286999,10.79485422,4
157,20,29.88808903,7.788929492,13.01651677,57.45665375,7.424416468,9.186874246,1
157,41,28.80880925,7.750404487,10.44020575,57.17841366,9.07687543,9.689886922,1
157,71,33.90327676,7.557714146,7.829750352,60.41103995,8.265487927,9.244944643,3
157,172,32.0428597,9.031985953,10.04646345,61.65465709,12.04560116,9.934136464,1
157,217,31.85131329,8.495561191,19.98706703,58.97840624,6.870780591,12.54349673,1
158,132,32.17335251,10.33700927,10.83643755,59.0530418,7.692559034,8.535715755,1
158,277,32.97114191,9.510523988,17.10464469,61.11786963,9.882245862,10.30466051,1
159,4,30.48187174,8.991621062,10.93557582,57.42727349,9.642758882,11.38464629,1
159,183,31.23104773,8.40934223,12.41279353,59.27852393,7.812808648,7.797964265,1
159,227,31.46428134,7.581216031,8.82109206,59.72996417,8.073909936,8.51138827,1
159,256,33.25342092,8.243360369,11.36590039,60.35160342,12.24847031,10.92252382,1
160,88,31.56357143,8.83553075,12.16319317,60.692525,10.65503297,10.59004913,1
160,110,31.26030946,10.69091222,15.80378182,63.76001937,14.12683829,10.81880337,1
160,143,32.35868768,7.061563937,7.637521759,57.91480674,10.11954937,9.331068033,1
160,269,32.7077571,8.380340996,8.877637872,60.83841762,10.42171428,8.969609046,1
161,28,28.83677707,6.375496881,9.970597438,57.9981192,13.99260451,11.21370334,1
161,60,30.52450924,8.93115736,9.551287189,59.59046337,13.9089016,11.17013035,1
161,236,32.15199541,7.150525619,8.19980304,60.0226556,11.60638681,8.678074516,1
162,193,31.45844024,9.732583518,10.77044658,58.4179062,9.033633345,9.248698485,1
163,100,31.16206019,8.869864444,17.32901833,59.51728826,8.497475074,9.091952231,1
163,153,32.99261882,6.69177441,7.811887455,59.60118877,7.286313827,7.638981643,1
163,286,33.36234109,7.750785123,9.860699399,60.84718222,11.27243024,14.54804263,3
164,34,NaN,NaN,NaN,NaN,NaN,NaN,1
164,52,31.53473816,9.620801519,12.71904266,58.53185033,10.05594281,12.94504114,1
164,70,31.87444793,6.686009325,8.613318564,59.28140709,10.03037163,11.21419334,1
164,171,32.62240253,10.57885544,15.83788302,61.49649379,8.468513828,9.476745732,1
165,80,31.67120223,6.899086584,9.0923005,59.48434119,7.426440029,9.197417246,1
165,126,31.54022954,8.847102406,16.22186296,59.57536115,9.880482328,9.969756876,1
166,10,30.09019939,8.158474645,14.49947973,59.92674669,8.732385146,10.05225199,1
166,20,28.66097464,6.226763267,7.274440235,56.79080499,8.482333025,8.777925097,1
166,90,33.46710195,8.223023304,8.714591791,61.64942467,9.18489914,9.406236714,1
166,136,31.55378424,5.811364754,7.290743395,59.54111575,8.439775671,9.031113308,1
166,203,30.19803937,9.734373066,13.25248005,56.42832915,7.151413028,10.30652109,1
166,244,33.7744203,14.55230246,14.63024785,58.98026868,11.08086054,8.483360511,1
166,261,32.42653157,8.989483499,12.29456031,61.57132181,11.56941116,9.748741979,1
167,211,34.88556902,6.275784693,7.142091681,58.53880763,7.180898064,9.323992548,3
167,225,34.6923752,9.255029595,11.46169294,61.58131352,7.678064541,9.589301418,1
167,233,34.25970697,6.31195717,9.179477477,56.88298781,8.098759784,11.75006219,1
167,273,31.9859972,7.94430576,9.640755225,59.29421075,10.84365383,12.0058693,1
168,28,31.63971271,8.158502664,10.33610993,59.31660572,7.884994442,9.052193038,1
168,42,29.9369732,9.99400785,10.48473948,58.61632937,18.04210778,12.31155387,1
168,108,32.27208614,6.099140904,10.42146596,58.38419779,9.311769014,10.24404066,3
169,51,30.62611878,8.758817169,11.82772842,59.21515983,11.58246758,12.74094243,1
169,65,32.55128078,8.280462292,10.59728321,62.33774292,9.730846077,10.28639639,1
169,146,31.94941908,6.206669685,7.36483048,56.71291072,7.942868668,8.739988574,1
169,253,NaN,NaN,NaN,NaN,NaN,NaN,1
169,282,29.98183971,9.175497811,12.25004842,56.89258921,7.418052403,9.774658745,1
170,98,31.38148448,6.773718549,10.37245772,61.37961337,15.44211066,12.47933188,1
170,120,31.8729911,12.49369279,13.2444275,60.55298413,10.85801185,12.48774696,1
170,157,31.89487307,8.916844623,9.4580423,57.91505128,13.72906732,8.941676931,1
170,176,32.91476832,9.285749629,11.81240259,57.47173167,10.52337794,13.10478565,1
170,195,33.43178646,6.832502022,9.272409069,58.7157866,8.06321745,10.03799755,1
172,11,29.38426369,15.06145156,11.22307994,NaN,NaN,NaN,1
172,127,31.40225187,10.95356994,15.00575548,59.86072462,12.02960336,10.08689197,1
172,261,34.52448298,7.314105939,8.319828266,64.99147666,13.30604956,9.927875576,1
173,37,29.84788911,13.72001005,12.07747069,56.83824094,12.27977451,13.04997135,1
173,73,31.54092081,7.104997193,8.390873571,60.75917362,9.460655873,10.34917725,1
173,229,32.11633002,7.680619816,9.353122633,60.19482365,10.61686156,10.13641915,1
173,272,31.83559868,8.575731769,11.71451496,59.10286716,16.78439392,13.30381664,1
174,29,30.61866946,7.534905731,7.537949234,58.40195545,9.949515132,9.721339619,3
174,190,34.00338358,8.328296759,8.552905557,63.53530147,11.60546633,10.30566985,1
174,240,32.6716448,13.36505754,12.27655667,59.08758313,7.983722799,10.05899369,1
174,252,35.7224928,10.28450088,7.79061634,59.96069673,17.09336951,10.73424589,3
175,21,31.68363081,7.046734007,7.674293657,57.97363151,7.041169872,7.859510919,1
175,150,31.6025012,12.32510401,11.04572057,57.51216713,8.054522377,8.339773616,1
175,285,32.85253551,7.230941392,9.230070082,60.40641386,10.52164989,13.42040147,1
176,6,31.10084923,7.940981917,12.37965054,58.82265089,9.045829174,9.713285723,1
176,173,33.68914513,6.836634722,8.253906641,62.61485273,7.744710672,9.372538891,1
177,64,32.7587738,8.820781705,13.36848025,60.97279047,11.0234181,16.97935241,3
177,128,30.8540776,8.063036118,11.7056473,56.85249769,7.160873452,10.28352877,1
177,209,32.90405323,11.49912129,11.18771477,62.54338199,13.19606452,13.25999295,1
179,36,29.98013883,8.890049721,10.28242131,59.0095824,8.682036257,7.921340014,1
179,53,31.04364089,9.495085195,10.66316148,60.72866098,11.2105252,10.49212248,1
179,199,31.31033934,8.423275801,11.16899199,55.52455367,8.417147287,9.565180303,1
179,219,32.49730054,8.752121271,8.214274521,63.67433821,7.150359768,7.621916376,1
179,243,32.40322803,8.806053061,11.9522905,60.56422014,16.77666329,13.7454856,1
180,13,30.69402939,6.787461426,9.709100469,57.46439188,8.408544789,9.162352656,1
180,20,31.26505692,9.777502602,7.981872112,59.51518278,19.39263962,8.703153591,1
180,253,32.24636697,15.64130321,11.71408567,58.0762205,11.49126682,11.3997398,1
180,278,31.31867581,10.15229193,15.39064559,59.89840915,8.759983665,10.86099776,1
181,69,30.49706092,7.190378338,9.022972006,61.56177913,7.693896736,8.004539129,1
181,151,32.86958108,6.990435241,8.550995785,57.81741797,12.21533257,9.633517105,1
181,159,30.74920045,10.36369529,10.47167839,56.58900418,8.823663662,7.892385697,1
181,168,31.231336,10.14499903,16.96054073,55.72521368,9.73069237,9.98181035,1
183,45,30.51540609,6.819134385,7.546084641,58.81332486,8.04541152,8.418359394,1
183,191,33.96601131,7.450607435,9.149172368,60.70177638,7.980296737,7.96976476,1
183,271,32.40022919,10.64282086,16.23088009,59.37993899,11.5261645,9.370350936,1
184,34,32.36968857,9.901989802,9.615151856,62.40794096,18.67337196,10.57316885,1
184,132,39.8520425,7.980215426,8.889525738,54.35451566,6.976318196,8.920559079,4
184,181,32.46933541,7.741780659,14.56695598,56.95184395,7.344757794,9.855999939,3
184,289,31.3949332,7.589363577,8.611855949,58.51925733,9.05536032,8.112842548,1
185,60,32.26858439,7.129472199,8.331658861,62.49701989,8.668517174,8.97322048,1
185,220,31.74742893,8.168634239,9.378626858,59.5704301,12.34309819,10.19145049,1
185,242,31.62509225,7.558536601,11.37555279,59.66642397,9.851249743,13.90631591,1
186,51,29.65491792,8.953127758,10.07611762,58.43899519,9.170704987,10.20321131,1
186,94,30.38128489,6.183733556,7.937169542,58.05489295,7.778064318,8.962572797,1
187,115,31.26815637,6.57810022,8.348547758,66.180831,8.907818096,11.47521586,3
187,141,31.69017889,8.09801599,9.965488303,58.85561868,7.835840999,7.946427504,1
187,163,31.83676277,9.411844321,15.10437812,61.98753922,7.345022442,9.822178465,1
187,202,33.92298903,8.044995434,9.378203131,61.50286175,7.727539967,9.933827267,1
188,175,31.89982234,7.84134506,12.41080818,59.60240725,8.668143743,9.436936695,1
189,16,32.27673637,7.564087398,8.012151335,58.80611522,7.709796674,8.203376665,1
189,69,31.33377573,6.94267937,8.585580876,60.89763655,9.765657247,8.554507154,1
189,269,32.74196211,7.920067155,9.064240147,61.80494355,9.079366806,7.535587935,1
191,33,30.68955702,7.037430089,8.259559598,58.34631261,7.830066103,8.666304974,1
191,41,29.93954214,15.03466396,12.13182894,56.78153758,9.931183553,8.574596605,1
191,225,NaN,NaN,NaN,NaN,NaN,NaN,1
191,245,33.9536873,10.77673535,11.86517711,62.99312254,10.54015617,9.02391853,1
192,59,31.92307333,7.580236453,8.559511523,63.08917498,9.421426457,9.950075203,1
192,194,32.55649159,7.386427443,10.83547687,59.95262512,8.827953873,8.995393844,1
192,262,33.14079838,16.65483601,18.47055355,62.68228488,12.19474123,15.65860018,1
193,7,31.89296177,6.956698255,8.813341355,57.88957159,7.775116546,9.326626898,1
193,154,30.38949124,9.780104282,12.72689506,59.03286724,11.45108513,13.17272207,1
193,166,32.05395941,8.154480157,9.495820273,58.41668977,9.852377898,11.3935486,1
193,238,32.39263744,10.81259326,18.21369374,58.09347242,13.63352513,9.898692784,1
193,284,33.86230825,7.948364311,7.507486677,61.69449373,13.32374498,11.13344869,1
194,48,29.87639978,10.27876707,10.3717913,60.41438763,8.801663387,10.25943673,1
195,100,33.00705274,6.129669175,6.994373152,58.98655266,7.461152014,8.691316718,1
195,205,32.68364706,6.817723088,8.610022331,59.91187235,8.27407995,8.888121414,1
195,273,32.69875435,9.802312246,10.33692219,64.09285747,9.959928196,8.684198103,1
196,65,29.70527054,7.731134634,8.991680278,55.23522841,8.565038338,9.068747466,1
196,126,30.86056622,8.503145165,18.07912484,59.52401058,9.519477817,11.02393463,1
197,31,32.64771186,7.569735687,10.52791231,61.62682408,8.820436598,9.21663389,1
197,146,31.21733397,11.76239166,8.419706143,56.06841743,9.493445336,8.130914201,1
197,216,35.04769048,6.886240069,7.578494223,62.85981726,8.860826801,9.183614119,1
197,227,32.54220197,5.760980887,9.964655842,56.2980844,6.82717397,11.04962991,1
198,12,31.25424005,8.614791996,13.84049221,60.84778563,8.822340176,8.887417071,1
198,21,29.92906153,8.940651116,10.45967879,57.03356825,10.18795749,10.10272387,1
198,76,32.91316292,8.315865383,9.316300821,59.67901345,15.2777458,10.00149004,1
198,111,30.68496583,7.550088185,10.29570994,59.76361888,8.707969139,9.45872586,1
198,196,31.55490334,8.527660366,8.503991352,57.40036563,10.9639794,9.626596193,1
198,244,32.90667792,7.630289584,7.782766512,63.14601296,11.39070082,10.12190955,1
199,82,30.89039946,13.01972094,14.54147605,58.31010178,10.8041649,11.08525362,1
199,288,31.94227829,11.19716278,8.948084867,58.64381265,10.53905162,9.938536169,1
200,156,30.98612095,6.308893019,8.879147992,57.21651415,7.548389104,8.547909626,1
200,263,31.83557077,9.004786718,14.57725568,58.90954205,11.92419148,11.19912523,1
201,166,31.4649559,10.76484724,12.4492795,61.28986509,9.647958085,8.864615718,1
201,186,32.92712507,6.834810458,7.642665008,58.53419701,7.150306392,9.186252496,1
201,237,32.10350252,7.194538933,8.503428972,59.81963793,9.120238896,8.881350782,1
202,102,29.91624059,9.305565315,13.34287765,57.57406965,8.317956027,8.745935482,1
202,208,31.5955069,7.207907131,8.75660547,60.678761,10.91969215,13.0882878,1
202,220,33.38367057,8.170604079,8.045635625,62.25103445,16.69521495,11.88041977,1
202,278,32.631729,7.363188891,8.462976802,61.22965015,12.43010911,13.61613028,3
203,30,30.79818491,9.51605957,10.39232104,60.51426566,8.028328689,7.797651782,1
203,38,30.6033978,7.165094149,8.681391725,60.98618426,9.280267109,9.296454841,1
203,53,31.45786966,11.01829763,13.44215594,58.46655593,17.93932364,9.304705612,4
203,252,32.71933489,7.138767737,8.748253357,63.62526783,13.85176779,13.16997963,NaN
203,270,30.60699245,7.373018996,10.53534891,60.60544061,7.527326778,8.2802134,1
204,5,NaN,NaN,NaN,NaN,NaN,NaN,1
204,70,31.43139656,7.237531826,9.819710697,59.23283912,8.725998292,10.07918862,1
204,114,34.5629888,9.329057107,8.45064386,60.67128965,8.297030381,8.534965511,3
204,146,31.33604458,9.134747547,11.4814568,58.02463705,14.39568087,16.33259421,1
205,81,28.9148259,12.24707339,11.35997013,54.72710779,7.328113192,9.431248045,1
205,171,31.81508943,7.274482058,16.52903179,58.42272452,10.18523301,11.21172758,1
205,198,36.12087829,9.230229389,8.366365375,62.25192347,8.086270465,9.354655731,3
206,99,30.34067731,15.09211911,10.20683813,59.22566901,17.08671087,9.823728285,1
206,122,30.7368067,6.916615762,9.012625365,60.39344585,7.98498821,8.423172179,1
206,160,32.80975492,8.21228304,9.580589486,62.51184743,10.07703047,9.094396288,1
206,285,30.87806046,7.183282668,12.21987109,57.56979281,7.034112461,8.000028748,1
207,11,31.0342675,7.464874829,9.334219695,60.91205772,16.51797142,12.48618002,1
207,25,31.85722334,7.847224246,10.824755,61.60170535,12.06417701,16.19915909,1
207,262,32.37741639,6.487981994,9.116809972,60.84299185,6.642718745,9.099360339,1
208,35,30.66653752,17.19484995,13.88137184,61.3376832,13.64801985,11.78596077,1
208,131,29.36773519,7.833620711,11.16992657,58.6946408,9.633673914,15.28335968,1
208,189,32.14041974,9.020125099,8.849522768,59.53370172,9.441094641,9.891377529,1
208,233,31.9801267,8.06925916,9.761292975,59.49876487,16.72204227,13.98366061,1
209,169,32.77795475,10.29596468,7.203065624,60.09479436,15.76971474,10.82393546,1
209,180,31.64728572,9.876608957,12.57162737,59.82542168,8.94793517,7.502216073,1
209,272,32.0240532,8.615492016,11.71828898,62.52161359,8.371018152,8.658526319,1
210,61,33.25423011,6.88845111,8.321778015,57.02902445,15.02552388,13.01910043,3
210,150,30.38035419,13.00495189,16.04298867,58.02780983,7.207929234,9.258860656,1
211,123,30.75928387,8.756259041,9.852635051,58.83257408,7.521192798,7.970759764,1
211,142,31.96315332,8.833618534,14.19050401,59.78596158,8.719811418,11.30110016,1
211,212,30.61986752,11.22587497,10.47375446,59.28531108,10.64674353,10.07231784,1
211,242,30.57193228,8.427574312,10.73663099,57.79046584,8.645048688,8.784790831,1
211,250,30.89179016,5.692224091,9.408307803,60.18027989,8.019493632,8.742321821,1
212,162,31.99397333,14.415771,14.62330559,60.18043923,10.62930615,10.42663372,1
213,104,29.95834338,10.77942598,12.05450067,53.05963647,8.582571258,12.10295976,1
213,280,31.872296,7.217630016,8.663577587,61.04970682,7.679171876,10.11527671,1
214,19,32.52016277,6.731232273,10.04770838,62.68708177,8.65423231,12.72166415,1
214,31,31.03521878,7.254973077,9.935525245,58.49127564,7.977976939,8.941097933,1
214,173,NaN,NaN,NaN,NaN,NaN,NaN,1
214,190,32.76959341,7.978841612,8.522708138,63.01339561,9.293735901,10.5704832,1
214,260,31.05222748,10.28558014,11.44082334,58.27877069,7.437162703,8.981979653,1
215,73,30.9154403,6.372368706,11.04912083,59.29212393,6.082251507,9.207622828,1
215,114,29.73587868,6.719595655,9.175058178,NaN,NaN,NaN,1
215,269,32.03176501,6.049459024,7.065943988,60.53350304,8.840448767,9.456045148,1
216,53,30.24272378,6.826287543,12.89038739,57.27425432,8.422258923,9.972839229,1
216,87,29.17735192,6.625282472,9.512410144,55.12218288,9.381723393,12.9541996,1
216,232,34.00098541,6.585710007,7.737787832,62.75047437,9.006296574,12.1654071,1
217,23,32.21178202,10.42019529,9.204309387,62.09270594,13.23096502,11.08562913,1
217,64,32.79492185,6.409345266,8.61331745,60.61488101,6.957707998,8.941836986,1
217,155,32.14021412,7.699254258,12.50031332,60.71351456,7.480414357,9.077069997,1
217,164,31.94917663,7.224259616,7.726715973,58.31054751,10.82394246,10.80207199,1
217,206,30.72458362,8.339349254,11.86810643,58.81867121,9.214410068,11.00748711,1
218,135,31.83816743,6.470881413,7.548705103,59.24912449,8.472284923,9.850749352,1
219,78,29.96488389,5.999969194,11.03279594,55.94666398,7.167774604,10.61137215,1
220,96,33.56325093,8.208358797,11.46118331,59.0942261,7.849386316,11.33574189,3
220,213,30.29011118,7.782426854,11.06816556,57.84451997,15.84889134,15.25922596,1
220,260,31.30847429,8.229269512,9.664988479,58.53809818,13.07265681,10.04641159,1
221,6,31.79204876,9.182294169,12.18802577,59.71642916,8.212624234,9.473256916,1
221,127,30.16605864,9.02036225,11.12194406,58.38130904,7.932575322,11.09345158,1
221,171,34.82172753,7.763558814,10.24656669,60.86762869,7.654105977,10.41473742,3
221,188,32.12156553,8.364457833,11.26355492,59.05711003,7.872540024,11.1208061,1
221,198,31.07632585,9.01962211,15.06087743,58.59429914,10.18774455,13.22862376,1
222,29,30.17093459,8.588531058,13.67056065,57.56324642,8.750238482,10.07893399,1
222,89,32.73675579,7.265652348,9.713952918,58.75537693,5.930140334,7.324614271,1
222,156,31.76135877,9.054709651,9.695940305,61.56179169,12.96400052,8.120085679,1
223,20,32.83354015,8.193406411,9.070497117,62.08027268,8.429911698,8.464881385,1
223,48,30.45443343,6.676827169,8.051670449,55.79232284,8.446338769,8.592890889,4
223,233,33.20310904,12.34773846,9.84865913,61.17819304,9.650149426,10.9561515,1
223,248,32.34045838,8.52600939,10.5178115,59.86535887,7.92138555,8.961097154,1
224,79,29.7763727,7.967383718,10.13165339,57.52434206,12.0240342,8.54068344,1
